courseID,courseTitle,URL,outcomeLearning,provider,technologySkill,rating,peopleRating,numStudent,duration,durationSecond,fee,feeVND,level,majobSubject,language
COURSE_375,"Financial Trading in Python",https://www.datacamp.com/courses/financial-trading-in-python,"Are you fascinated by the financial markets and interested in financial trading? This course will help you to understand why people trade, what the different trading styles are, and how to use Python to implement and test your trading strategies. Start your trading adventure with an introduction to technical analysis, indicators, and signals. You'll learn to build trading strategies by working with real-world financial data such as stocks, foreign exchange, and cryptocurrencies. By the end of this course, you'll be able to implement custom trading strategies in Python, backtest them, and evaluate their performance.",Datacamp,Python,4.6,9794,4699,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_376,"Introduction to the Tidyverse",https://www.datacamp.com/courses/introduction-to-the-tidyverse,"This is an introduction to the programming language R, focused on a powerful set of tools known as the Tidyverse. You'll learn the intertwined processes of data manipulation and visualization using the tools dplyr and ggplot2. You'll learn to manipulate data by filtering, sorting, and summarizing a real dataset of historical country data in order to answer exploratory questions. You'll then learn to turn this processed data into informative line plots, bar plots, histograms, and more with the ggplot2 package. You'll get a taste of the value of exploratory data analysis and the power of Tidyverse tools. This is a suitable introduction for those who have no previous experience in R and are interested in performing data analysis.",Datacamp,"ggplot2, Tidyverse, R, dplyr",4.6,9794,186895,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_377,"Introduction to Data Visualization with Matplotlib",https://www.datacamp.com/courses/introduction-to-data-visualization-with-matplotlib,"Visualizing data in plots and figures exposes the underlying patterns in the data and provides insights. Good visualizations also help you communicate your data to others, and are useful to data analysts and other consumers of the data. In this course, you will learn how to use Matplotlib, a powerful Python data visualization library. Matplotlib provides the building blocks to create rich visualizations of many different kinds of datasets. You will learn how to create visualizations for different kinds of data and how to customize, automate, and share these visualizations.",Datacamp,"Matplotlib, Python",4.6,9794,63454,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_378,"Introduction to Data Visualization with ggplot2",https://www.datacamp.com/courses/introduction-to-data-visualization-with-ggplot2,"The ability to produce meaningful and beautiful data visualizations is an essential part of your skill set as a data scientist. This course, the first R data visualization tutorial in the series, introduces you to the principles of good visualizations and the grammar of graphics plotting concepts implemented in the ggplot2 package. ggplot2 has become the go-to tool for flexible and professional plots in R. Here, we'll examine the first three essential layers for making a plot - Data, Aesthetics and Geometries. By the end of the course you will be able to make complex exploratory plots.",Datacamp,"ggplot2, R",4.6,9794,46143,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_379,"Introduction to PySpark",https://www.datacamp.com/courses/introduction-to-pyspark,"In this course, you'll learn how to use Spark from Python! Spark is a tool for doing parallel computation with large datasets and it integrates well with Python. PySpark is the Python package that makes the magic happen. You'll use this package to work with data about flights from Portland and Seattle. You'll learn to wrangle this data and build a whole machine learning pipeline to predict whether or not flights will be delayed. Get ready to put some Spark in your Python code and dive into the world of high-performance machine learning!",Datacamp,"PySpark, Python, Apache Spark",4.6,9794,74941,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_380,"Introduction to Bash Scripting",https://www.datacamp.com/courses/introduction-to-bash-scripting,"Bash is a concise, superfast, and robust scripting language for data and file manipulation. It's a vital skill for building analytics pipelines in the cloud, favored by Linux users to work with data stored across multiple files. In this course, we'll guide you through the basics of Bash scripting. We begin with an introduction to Bash script structures, including inputting arguments and outputting results. You'll then work through data structures, such as variables and arrays, and control statements, including loops and conditionals. You'll then put what you've learned into practice, by creating your own Bash functions and scheduling automated scripts to run like clockwork with cron.",Datacamp,"Bash, Linux",4.6,9794,11090,4:00:00,14400,0,0,"ALL Levels","Data Science",English
COURSE_381,"Building and Distributing Packages with Conda",https://www.datacamp.com/courses/building-and-distributing-packages-with-conda,"Now that you're proficient in many areas of data science with Python it's time to share your code and data with others. In this course you'll learn the fundamentals of sharing your data science assets. You'll learn how to leverage Anaconda projects to package data, code, and conda environments into a single archive for other data scientists to run. You'll learn the basics of creating Python packages that provide importable modules. Finally, you'll learn how to write Conda recipes for your packages, build them, and share them on Anaconda Cloud.",Datacamp,"Anaconda, Python",4.6,9794,3070,3:00:00,10800,0,0,"ALL Levels","Data Science",English
COURSE_382,"Conda Essentials",https://www.datacamp.com/courses/conda-essentials,"Software is constantly evolving, so data scientists need a way to update the software they are using without breaking things that already work. Conda is an open source, cross-platform tool for managing packages and working environments for many different programming languages. This course explains how to use its core features to manage your software so that you and your colleagues can reproduce your working environments reliably with minimum effort.",Datacamp,Anaconda,4.6,9794,21631,3:00:00,10800,0,0,"ALL Levels","Data Science",English
COURSE_383,"Learn p5.js",https://www.codecademy.com/learn/learn-p5js,"You'll build on your JavaScript foundation and dive into p5.js's full range of functionality. Learn how to create everything from simple 2D sketches to generative visualizations using interactive animations and multimedia elements.",Codecademy,"JavaScript, p5.js, HTML, CSS",4.6,9794,45000000,10:00:00,36000,0,0,"ALL Levels","Web Development",English
COURSE_384,"Learn Redux",https://www.codecademy.com/learn/learn-redux,"This course builds on top of your JavaScript and React knowledge. You'll start with fundamental concepts like reducers, stores, and actions, then move on to advanced topics like slices and middleware. By the end the course you'll be familiar with these four major libraries used in Redux: Redux, React Redux, Redux Toolkit, Redux Thunk",Codecademy,"React, Redux, JavaScript",4.6,9794,45000000,10:00:00,36000,0,0,"ALL Levels","Web Development",English
COURSE_385,"Building Web Applications in PHP",https://www.coursera.org/learn/web-applications-php,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server. You'll be introduced to the request/response cycle, including GET/POST/Redirect. You'll also gain an introductory understanding of Hypertext Markup Language (HTML), as well as the basic syntax and data structures of the PHP language, variables, logic, iteration, arrays, error handling, and superglobal variables, among other elements. An introduction to Cascading Style Sheets (CSS) will allow you to style markup for webpages. Lastly, you'll gain the skills and knowledge to install and use an integrated PHP/MySQL environment like XAMPP or MAMP.",Coursera,"MAMP, XAMPP, HTML, MySQL, PHP, CSS, SQL, CSS3",4.7,3422,110354,5:00:00,18000,0,0,Intermediate,"Web Development","Arabic, French, Portuguese, Italian, Vietnamese, Korean, German, Russian, English, Spanish"
COURSE_386,"Building a Dynamic Web App using PHP & MySQL",https://www.coursera.org/projects/dynamic-web-app-php-mysql,"In this 1-hour long project-based course, you will learn how to create a simple note-taking web app using PHP and MySQL. PHP and MySQL enable developing powerful dynamic web pages and applications. They are some of the most widely used technologies in the world right now for developing back-end applications. They allow you to create dynamic content on your webpage and bring it to life. They also allow to persist data in the backend database and use them in every different way. Eventually, you will be able to use the concepts you learned to build more complex and powerful web pages and applications using PHP and MySQL. This will open huge career opportunities in the field of back end web and mobile development.",Coursera,"PHP, MySQL, SQL",4.4,146,5286,2:00:00,7200,0,0,Beginner,"Web Development",English
COURSE_387,"Blockchain Specialization",https://www.coursera.org/specializations/blockchain,"This specialization introduces blockchain, a revolutionary technology that enables peer-to-peer transfer of digital assets without any intermediaries, and is predicted to be just as impactful as the Internet. More specifically, it prepares learners to program on the Ethereum blockchain. The four courses provide learners with (i) an understanding and working knowledge of foundational blockchain concepts, (ii) a skill set for designing and implementing smart contracts, (iii) methods for developing decentralized applications on the blockchain, and (iv) information about the ongoing specific industry-wide blockchain frameworks. The specialization covers a range of essential topics, from the cryptographic underpinnings of blockchain technology to enabling decentralized applications on a private Ethereum blockchain platform. It is ideal for programmers and designers involved in developing and implementing blockchain applications, and anyone who is interested in understanding its potential.",Coursera,"Blockchain, Ethereum, Smart Contract, Solidity, Cryptography, Cryptocurrency, Remix IDE, Truffle Suite",4.6,4905,61546,16:00:00,57600,0,0,Intermediate,"IT and Software","English, Arabic, French, Portuguese, Italian, Vietnamese, Korean, German, Russian, Spanish"
COURSE_388,"Coding for Everyone: C and C++ Specialization",https://www.coursera.org/specializations/coding-for-everyone,"This Specialization is intended for all programming enthusiasts, as well as beginners, computer and other scientists, and artificial intelligence enthusiasts seeking to develop their programming skills in the foundational languages of C and C++. Through the four courses — two in C, and two in C++ — you will cover the basics of programming in C and move on to the more advanced C++ semantics and syntax, which will prepare you to apply these skills to a number of higher-level problems using AI algorithms and Monte Carlo evaluation in complex games.",Coursera,"Graph Theory, STL, C++, C",4.4,1223,48377,12:00:00,172800,0,0,Beginner,"IT and Software","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_389,"Google Data Analytics Professional Certificate",https://www.coursera.org/professional-certificates/google-data-analytics,"Gain an immersive understanding of the practices and processes used by a junior or associate data analyst in their day-to-day job. Learn key analytical skills (data cleaning, analysis, & visualization) and tools (spreadsheets, SQL, R programming, Tableau). Understand how to clean and organize data for analysis, and complete analysis and calculations using spreadsheets, SQL and R programming. Learn how to visualize and present data findings in dashboards, presentations and commonly used visualization platforms",Coursera,"SQL, R, Tableau, Data Ethics",4.8,24272,399035,12:00:00,43200,0,0,Beginner,"Data Science",English
COURSE_390,"Google UX Design Professional Certificate",https://www.coursera.org/professional-certificates/google-ux-design,"Follow the design process: empathize with users, define pain points, ideate solutions, create wireframes and prototypes, test and iterate on designs. Understand the basics of UX research, like planning research studies, conducting interviews and usability studies, and synthesizing research results. Apply foundational UX concepts, like user-centered design, accessibility, and equity-focused design. Create a professional UX portfolio that includes 3 end-to-end projects: a mobile app, a responsive website, and a cross-platform experience",Coursera,"UX, Wireframe, Prototype, UI, Usability Testing, Figma, Adobe XD",4.8,4751,96208,12:00:00,43200,0,0,Beginner,"Web Design",English
COURSE_391,"IBM Data Analyst Professional Certificate",https://www.coursera.org/professional-certificates/ibm-data-analyst,"Demonstrate proficiency in using spreadsheets and utilizing Excel to perform a variety of data analysis tasks like data wrangling and data mining. Create various charts and plots in Excel & work with IBM Cognos Analytics to build dashboards. Visualize data using Python libraries like Matplotlib. Develop working knowledge of Python language for analyzing data using Python libraries like Pandas and Numpy, and invoke APIs and Web Services. Describe data ecosystem and Compose queries to access data in cloud databases using SQL and Python from Jupyter Notebooks",Coursera,"Microsoft Excel, Matplotlib, NumPy, SQL, Cognos, Amazon Web Services (AWS), Python, API, Pandas, Jupyter, Pivot, Dashboard, Pandas, APIs",4.7,4832,35077,9:00:00,32400,17.99,414166,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_392,"Deep Learning Specialization",https://www.coursera.org/specializations/deep-learning,"Build and train deep neural networks, identify key architecture parameters, implement vectorized neural networks and deep learning to applications. Train test sets, analyze variance for DL applications, use standard techniques and optimization algorithms, and build neural networks in TensorFlow. Build a CNN and apply it to detection and recognition tasks, use neural style transfer to generate art, and apply algorithms to image and video data. Build and train RNNs, work with NLP and Word Embeddings, and use HuggingFace tokenizers and transformer models to perform NER and Question Answering.",Coursera,"CNN, RNN, HuggingFace, NER, NLP, ANN, Tensorflow, Transformers, Deep Learning",4.9,114149,601005,11:00:00,39600,0,0,Intermediate,"Data Science","English, Chinese, Arabic, French, Portuguese, Italian, Portuguese, Vietnamese, Korean, German, Russian, Spanish, Japanese"
COURSE_393,"Introduction to Data Science Specialization",https://www.coursera.org/specializations/introduction-data-science,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists. Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio. Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems. Write SQL statements and query Cloud databases using Python from Jupyter notebooks",Coursera,"R, Jupyter, SQL, GitHub, IBM Watson Studio, R Studio, Python, RDBMS, Cloud Databases, Ipython",4.7,9228,49000,12:00:00,43200,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_394,"Data Science Fundamentals with Python and SQL Specialization",https://www.coursera.org/specializations/data-science-fundamentals-python-sql,"Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson Studio. Python programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and Numpy. Statistical Analysis techniques including Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and Regression. Relational Database fundamentals including SQL query language, Select statements, sorting & filtering, database functions, accessing multiple tables",Coursera,"R, GitHub, NumPy, SQL, IBM Watson Studio, API, Jupyter, R Studio, Python, Pandas, Ipython, Statistics, Statistical Hypothesis Testing, Cloud Databases",4.6,583,4008,"2 months",5184000,895.5,20616200,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_395,"IBM Data Analytics with Excel and R Professional Certificate",https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,"Manipulate numeric and textual data types using the R programming language and RStudio or Jupyter Notebooks. Define and manipulate R data structures, including vectors, factors, lists, and data frames. Control program flow, define functions, perform character string and date operations, define regular expressions, and handle errors. Read, write, and save data files and scrape web pages using R.",Coursera,"R, R Studio, Jupyter, RDBMS, SQL, Microsoft Excel, Pivot, Cognos, Spreadsheet, R Shiny",4.8,270,5987,22:00:00,79200,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_396,"Data Analysis and Visualization Foundations Specialization",https://www.coursera.org/specializations/data-analysis-visualization-foundations,"Describe the data ecosystem, tasks a Data Analyst performs, as well as skills and tools required for successful data analysis. Explain basic functionality of spreadsheets and utilize Excel to perform a variety of data analysis tasks like data wrangling and data mining. List various types of charts and plots and create them in Excel as well as work with Cognos Analytics to generate interactive dashboards",Coursera,"Microsoft Excel, Cognos, Dashboard, Spreadsheet, Pivot",4.8,789,8926,8:00:00,28800,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_397,"IBM Full Stack Cloud Developer Professional Certificate",https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,"Develop with front-end development languages and tools such as HTML, CSS, JavaScript, React and Bootstrap. Program applications using back-end languages and frameworks like Express, Node.js, Python, Django, etc. Deploy and scale applications using Cloud Native methodologies and tools like Containers, Kubernetes, Microservices and Serverless Functions. Build your GitHub portfolio by applying your Full Stack Cloud Development skills with multiple labs and hands-on projects, including a capstone",Coursera,"Bootstrap, Kubernetes, Django, Cloud Native, React, JavaScript, GitHub, CSS, Microservices, HTML, Node.js, Python, Openshift, Cloud Computing, Azure DevOps, IaaS, PAAS, SAAS",4.6,355,6486,22:00:00,79200,0,0,Beginner,"IT and Software","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_398,"IBM Applied AI Professional Certificate",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,"Understand the definition of AI, its applications and use cases, and explain terms like machine learning, deep learning, and neural networks. Create AI chatbots and virtual assistants without any programming and deploy them on a website. Build AI-powered solutions using IBM Watson AI services, APIs, and Python with minimal coding. Apply computer vision techniques using Python, OpenCV, & Watson and develop custom image classification models and deploy them to the Cloud.",Coursera,"OpenCV, IBM Watson Studio, AI, Python, API, Deep Learning, Pandas, NumPy, Machine Learning, Neural Network, APIs",4.6,4548,3759,18:00:00,64800,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Korean"
COURSE_399,"DeepLearning.AI TensorFlow Developer Professional Certificate",https://www.coursera.org/professional-certificates/tensorflow-in-practice,"Best practices for TensorFlow, a popular open-source machine learning framework to train a neural network for a computer vision applications. Handle real-world image data and explore strategies to prevent overfitting, including augmentation and dropout. Build natural language processing systems using TensorFlow. Apply RNNs, GRUs, and LSTMs as you train them using text repositories.",Coursera,"Tensorflow, LSTM, RNN, Computer Vision, CNN, Machine Learning, NLP, Tokenization",4.7,17174,130079,20:00:00,72000,0,0,Intermediate,"Data Science",English
COURSE_400,"Data Science: Foundations using R Specialization",https://www.coursera.org/specializations/data-science-foundations-r,"Use R to clean, analyze, and visualize data. Learn how to ask the right questions, obtain data, and perform reproducible research. Use GitHub to manage data science projects. Set up R, R-Studio, Github and other useful tools",Coursera,"R Studio, R, GitHub, Machine Learning, DML, Regex",4.6,5167,81874,16:00:00,57600,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_401,"Learn SQL Basics for Data Science Specialization",https://www.coursera.org/specializations/learn-sql-basics-data-science,"Use SQL commands to filter, sort, & summarize data; manipulate strings, dates, & numerical data from different sources for analysis. A​ssess and create datasets to solve your business questions and problems using SQL. U​se the collaborative Databricks workspace and create an end-to-end pipeline that reads data, transforms it, and saves the result. ​Develop a project proposal & select your data, perform statistical analysis & develop metrics, and p​resent your findings & make recommendations.",Coursera,"SQL, Azure Databricks, Apache Spark, Delta Lake, SQLite, A/B Testing, Predictive Analytics, EDA",4.5,4969,98974,20:00:00,72000,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Chinese"
COURSE_402,"Data Engineering with Google Cloud Professional Certificate",https://www.coursera.org/professional-certificates/gcp-data-engineering,"Identify the purpose and value of the key Big Data and Machine Learning products in Google Cloud. Employ BigQuery to carry out interactive data analysis. Use Cloud SQL and Dataproc to migrate existing MySQL and Hadoop/Pig/Spark/Hive workloads to Google Cloud. Choose between different data processing products on Google Cloud.",Coursera,"MySQL, Big Data, SQL, BigQuery, Cloud SQL, Google Cloud, Machine Learning, Apache Hadoop, Apache Pig, Apache Spark, Apache Hive, Tensorflow, Cloud Computing",4.6,5715,58193,16:00:00,57600,0,0,Intermediate,"Data Science","English, French, Portuguese, Russian, Spanish"
COURSE_403,"Cloud Application Development Foundations Specialization",https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,"Define cloud computing and explain its essential characteristics, models, benefits, infrastructure, & emerging trends. Create a cloud account. Develop with front-end development languages and tools such as HTML, CSS, Javascript and React. Program applications with back-end development languages and tools such as Node.js  and NoSQL databases. Build and deploy applications using Cloud Native methodologies and tools, CI/CD toolchains, and build your portfolio using GitHub",Coursera,"Node.js, Cloud Native, React, GitHub, CSS, NoSQL, HTML, JavaScript, SQL, CI/CD, Azure DevOps, Cloud Computing, IaaS, PAAS, SAAS",4.6,108,1719,12:00:00,43200,0,0,Beginner,"IT and Software","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_404,"Neural Networks and Deep Learning",https://www.coursera.org/learn/neural-networks-deep-learning,"In the first course of the Deep Learning specialization, you will study the foundational concept of neural networks and deep learning. By the end, you will be familiar with the significant technological trends driving the rise of deep learning; build, train, and apply fully connected deep neural networks; implement efficient (vectorized) neural networks; identify key parameters in a neural network's architecture; and apply deep learning to your own applications. The Deep Learning specialization is our foundational program that will help you understand the capabilities, challenges, and consequences of deep learning and prepare you to participate in the development of leading-edge AI technology. It provides a pathway for you to gain the knowledge and skills to apply machine learning to your work, level up your technical career, and take the definitive step in the world of AI.",Coursera,"Deep Learning, AI, ANN, Python, Neural Network",4.9,109466,1003545,23:00:00,82800,0,0,Intermediate,"Data Science","Chinese, Arabic, French, Portuguese, Italian, Vietnamese, Korean, German, Russian, English, Spanish, Japanese"
COURSE_405,"Reinforcement Learning Specialization",https://www.coursera.org/specializations/reinforcement-learning,"Build a Reinforcement Learning system for sequential decision making. Understand the space of Reinforcement Learning algorithms (Temporal- Difference learning, Monte Carlo, Sarsa, Q-learning, Policy Gradients, Dyna, and more). Understand how to formalize your task as a Reinforcement Learning problem, and how to begin implementing a solution. Understand how Reinforcement Learning fits under the broader umbrella of machine learning, and how it complements deep learning, supervised and unsupervised learning",Coursera,"Q-learning, Reinforcement Learning (RL), Policy Gradient, AI, Machine Learning, Intelligent Transportation Systems (ITS), Deep Learning",4.8,2453,31476,20:00:00,72000,0,0,Intermediate,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_406,"AWS Fundamentals Specialization",https://www.coursera.org/specializations/aws-fundamentals,"You will be able to make an informed decision about when and how to apply key AWS services for compute, storage, and database to different use cases. Foundational security concepts, including basic concepts such as "least privilege" and the "Shared Responsibility Model". Detective controls, including Amazon CloudTrail, AWS Security Hub, Amazon GuardDuty, and AWS Config. Encryption of data at rest, in motion, and best practices for how to store data within and between various AWS services.",Coursera,"REST, Amazon Web Services (AWS), Amazon GuardDuty, Amazon CloudTrail, AWS Security Hub, Google Cloud, AWS Lambda, Amazon Lex",4.6,9516,23880,12:00:00,43200,0,0,Beginner,"IT and Software","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Korean"
COURSE_407,"Python 3 Programming Specialization",https://www.coursera.org/specializations/python-3-programming,"How to inspect and understand APIs and third party libraries to be used with Python 3. How to apply the Python imaging library (pillow) to open, view, and manipulate images, including cropping, resizing, recoloring, and overlaying text. How to apply the python tesseract (py-tesseract) library with Python 3 in order to detect text in images through optical character recognition (OCR). How to apply the open source computer vision library (opencv) to detect faces in images, & how to crop and manipulate these faces into contact sheets.",Coursera,"Python, API, Python, OpenCV, APIs, Json",4.7,13455,148152,11:00:00,39600,0,0,Beginner,"Computer Science","English, Arabic, French, Portuguese, Italian, Vietnamese, Korean, German, Russian, Spanish"
COURSE_408,"TensorFlow: Advanced Techniques Specialization",https://www.coursera.org/specializations/tensorflow-advanced-techniques,"Understand the underlying basis of the Functional API and build exotic non-sequential model types, custom loss functions, and layers. Learn optimization and how to use GradientTape & Autograph, optimize training in different environments with multiple processors and chip types. Practice object detection, image segmentation, and visual interpretation of convolutions. Explore generative deep learning, and how AIs can create new content, from Style Transfer through Auto Encoding and VAEs to GANs.",Coursera,"VAEs, GANs, API",4.8,728,11013,6:00:00,21600,0,0,Intermediate,"Data Science",English
COURSE_409,"Generative Adversarial Networks (GANs) Specialization",https://www.coursera.org/specializations/generative-adversarial-networks-gans,"Understand GAN components, build basic GANs using PyTorch and advanced DCGANs using convolutional layers, control your GAN and build conditional GAN. Compare generative models, use FID method to assess GAN fidelity and diversity, learn to detect bias in GAN, and implement StyleGAN techniques. Use GANs for data augmentation and privacy preservation, survey GANs applications, and examine and build Pix2Pix and CycleGAN for image translation.",Coursera,"Pix2Pix, CycleGAN, Pytorch, GANs, WGANs, DCGANs, StyleGANs",4.7,1429,21594,3:00:00,10800,0,0,Intermediate,"Data Science","English, Arabic, French, Portuguese, Chinese, Italian, Vietnamese, Korean, German, Russian, Spanish"
COURSE_410,"Excel to MySQL: Analytic Techniques for Business Specialization",https://www.coursera.org/specializations/excel-mysql,"In this Specialization, you'll learn to frame business challenges as data questions. You'll use powerful tools and methods such as Excel, Tableau, and MySQL to analyze data, create forecasts and models, design visualizations, and communicate your insights. In the final Capstone Project, you'll apply your skills to explore and justify improvements to a real-world business process. The Capstone Project focuses on optimizing revenues from residential property, and Airbnb, our Capstone's official Sponsor, provided input on the project design. Airbnb is the world's largest marketplace connecting property-owner hosts with travelers to facilitate short-term rental transactions. The top 10 Capstone completers each year will have the opportunity to present their work directly to senior data scientists at Airbnb live for feedback and discussion.",Coursera,"MySQL, Tableau, Microsoft Excel, SQL",4.6,10557,181781,4:00:00,14400,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Chinese, Italian, Vietnamese, Korean, German, Russian, Spanish"
COURSE_411,"Data Visualization with Tableau Specialization",https://www.coursera.org/specializations/data-visualization,"Examine, navigate, and learn to use the various features of Tableau. Assess the quality of the data and perform exploratory analysis. Create and design visualizations and dashboards for your intended audience. Combine the data to and follow the best practices to present your story.",Coursera,"Tableau, SAS, Storyboarding",4.5,5567,82202,18:00:00,64800,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_412,"Full-Stack Web Development with React Specialization",https://www.coursera.org/specializations/full-stack-react,"Learn front-end and hybrid mobile development, with server-side support, for implementing a multi-platform solution.
The first two courses in this specialization cover front-end frameworks: Bootstrap 4 and React. On the server side, you'll learn to implement NoSQL databases using MongoDB, work within a Node.js environment and Express framework, and communicate to the client side through a RESTful API. Learners enrolling in this specialization are expected to have prior working knowledge of HTML, CSS and JavaScript. Ideally learners should complete the courses in the specified sequence.",Coursera,"Node.js, React, JavaScript, CSS, MongoDB, NoSQL, HTML, RESTful API, Bootstrap, SQL, JQuery, SASS, Express.js, Authentication, Bootstrap 4",4.7,6702,21763,06:00:00,21600,0,0,Intermediate,"Computer Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish"
COURSE_413,"Number of SAS Advanced Programmer Professional Certificate",https://www.coursera.org/professional-certificates/sas-advanced-programmer,"Process data using Structured Query Language in the SAS environment. Use advanced DATA step techniques and procedures to manipulate data. Use the SAS macro facility to design, write, and debug dynamic macro programs.",Coursera,"SAS, SQL",4.9,129,2565,20:00:00,72000,0,0,Intermediate,"Data Science","English, Arabic, French, Portuguese, Greek, Italian, Vietnamese, German, Russian, Spanish"
COURSE_414,"SAS Programmer Professional Certificate",https://www.coursera.org/professional-certificates/sas-programming,"Understand and use the fundamentals of the SAS programming language. Access different types of data (SAS, Excel, or text), then explore and prepare the data. Analyze and report on data and export results to common formats (HTML, PDF, Excel). Apply SAS programming principles in practical examples",Coursera,"HTML, Microsoft Excel, SAS, PDF",4.8,2010,10047,20:00:00,72000,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Greek, Italian, Vietnamese, German, Russian, Spanish"
COURSE_415,"MATLAB Programming for Engineers and Scientists Specialization",https://www.coursera.org/specializations/matlab-programming-engineers-scientists,"Computer programming in general and the MATLAB language in particular. Advanced MATLAB features such as the App Designer, Live Scripts and Object-Oriented Programming. Program efficiency and an introduction to algorithm complexity. Image processing, data visualization and an introduction to machine learning.",Coursera,"OOP, MatLab",4.8,2923,48416,6:00:00,21600,0,0,Beginner,"Computer Science","English, Arabic, French, Portuguese, Greek, Italian, Vietnamese, German, Russian, Spanish"
COURSE_416,"Robotics Specialization",https://www.coursera.org/specializations/robotics,"Motion Planning. Matlab. Estimation",Coursera,"MatLab, RANSAC, Computer Vision, Robotics",4.3,2716,36780,11:00:00,39600,0,0,Intermediate,"Software Development","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Chinese"
COURSE_417,"Excel/VBA for Creative Problem Solving Specialization",https://www.coursera.org/specializations/excel-vba-creative-problem-solving,"This specialization is for learners wishing to dramatically change the way that they use Excel spreadsheets by unleashing the power to automate and optimize spreadsheets using Visual Basic for Applications (VBA). The first two courses will teach learners the basics of VBA through the use of dozens of educational screencasts and a series of quizzes and in-application programming assignments. Finally, in part 3 of the course, learners will complete 3 "real world" and somewhat open ended projects, which are graded through peer review.",Coursera,"Microsoft Excel, VBA",4.9,3051,46275,16:00:00,57600,0,0,Beginner,"Computer Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Korean"
COURSE_418,"Django for Everybody Specialization",https://www.coursera.org/specializations/django,"Install and deploy a Django application; build HTML web pages styled by CSS. Describe and build a data model in Django, applying model query and template tags/code of Django Template Language. Apply built-in login functionality in Django; define sessions, cookies, and one-to-many models. Build objects and write syntactically correct JavaScript language; explain basic elements of low-level jQuery.",Coursera,"jQuery, Django, JavaScript, CSS, HTML, CSS3, SQL, HTTP, CSRF",4.7,1429,43499,18:00:00,64800,0,0,Intermediate,"Computer Science","English, Arabic, French, Portuguese, Italian, Vietnamese, German, Russian, Spanish, Korean"
COURSE_419,"Modern Big Data Analysis with SQL Specialization",https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,"Distinguish operational from analytic databases, and understand how these are applied in big data. Understand how database and table design provides structures for working with data. Appreciate how differences in volume and variety of data affects your choice of an appropriate database system. Recognize the features and benefits of SQL dialects designed to work with big data systems for storage and analysis.",Coursera,"SQL, Big Data, DBMS, Data Warehouse, Apache Hive, Apache Impala, DFS, DBMS",4.8,958,20067,12:00:00,43200,0,0,Beginner,"Data Science","English, Arabic, French, Portuguese, Italian, Vietnamese, Korean, German, Russian, English, Spanish"
